run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
    9260         9260    603.90155    603.90155    603.90155   0.99991168 0.0034841625    1.0080285   0.98043001    1.0112765   -9.2633193    304.06621   -9.2633193    4824.5735    4815.3102 
    9265         9265    603.16498    603.16498    603.16498    1.0047988 0.0034969423    1.0129742    0.9851462     1.016276   -9.3335029     304.4386   -9.3335029    4830.4822    4821.1487 
    9270         9270     603.0598     603.0598     603.0598    1.0043741 0.0034987724    1.0126142   0.98463059    1.0158776    -9.389572    304.16968    -9.389572    4826.2153    4816.8257 
    9275         9275    603.68466    603.68466    603.68466   0.99781888 0.0034879191    1.0061269   0.97808501    1.0092447   -9.4315579    303.16198   -9.4315579    4810.2263    4800.7947 
    9280         9280     604.3597     604.3597     604.3597   0.99088492 0.0034762447   0.99926245   0.97117492    1.0022174   -9.4719085    302.10491   -9.4719085    4793.4539     4783.982 
    9285         9285    603.89636    603.89636    603.89636   0.99338616 0.0034842523    1.0018504   0.97355132    1.0047568   -9.5468008    302.18658   -9.5468008    4794.7498     4785.203 
    9290         9290    601.99279    601.99279    601.99279    1.0079566 0.0035174097    1.0165328    0.9877986    1.0195383   -9.6736695     303.7149   -9.6736695    4818.9994    4809.3257 
    9295         9295    600.64249    600.64249    600.64249    1.0180367 0.0035411854     1.026731   0.99762755    1.0297515   -9.7849156    304.69112   -9.7849156    4834.4888    4824.7039 
    9300         9300    601.72147    601.72147    601.72147    1.0074615 0.0035221698    1.0162386   0.98715647    1.0189894   -9.8187844    303.20506   -9.8187844    4810.9098    4801.0911 
    9305         9305    604.35716    604.35716    604.35716   0.98413375 0.0034762885   0.99294866   0.96416949    0.9952831   -9.7911961    300.17221   -9.7911961     4762.788    4752.9968 
    9310         9310    605.21933    605.21933    605.21933   0.97573145 0.0034614531   0.98461736   0.95585904   0.98671794   -9.8195073    298.92564   -9.8195073    4743.0088    4733.1893 
    9315         9315    602.37015    602.37015    602.37015   0.99782032 0.0035108032    1.0068871   0.97749445    1.0090794   -9.9902163    301.36728   -9.9902163    4781.7501    4771.7598 
    9320         9320    598.60114    598.60114    598.60114    1.0284607 0.0035775377    1.0377508    1.0075264    1.0401047   -10.195784    304.77616   -10.195784    4835.8383    4825.6425 
    9325         9325    598.78037    598.78037    598.78037    1.0254687  0.003574326    1.0348647    1.0045372    1.0370042   -10.251445    304.19075   -10.251445    4826.5495    4816.2981 
    9330         9330    602.01681    602.01681    602.01681   0.99658303 0.0035169887    1.0059601   0.97614089    1.0076481   -10.176913    300.52565   -10.176913     4768.396    4758.2191 
    9335         9335    603.56105    603.56105    603.56105   0.98242947 0.0034900625   0.99183496   0.96221924   0.99323422    -10.15933    298.58893    -10.15933    4737.6663     4727.507 
    9340         9340    602.56071    602.56071    602.56071    0.9892937 0.0035074735   0.99883288   0.96892812    1.0001201   -10.248515    299.18193   -10.248515    4747.0753    4736.8268 
    9345         9345    600.85106    600.85106    600.85106    1.0021726  0.003537499    1.0118816   0.98153982    1.0130963   -10.360475    300.48754   -10.360475    4767.7913    4757.4308 
    9350         9350    599.96155    599.96155    599.96155    1.0082987 0.0035532566    1.0181412   0.98753203    1.0192229   -10.433316    300.97899   -10.433316     4775.589    4765.1557 
    9355         9355    600.29925    600.29925    600.29925    1.0040773 0.0035472633    1.0139858   0.98337905    1.0148672   -10.445956     300.2403   -10.445956    4763.8683    4753.4224 
    9360         9360     601.2645     601.2645     601.2645   0.99463803 0.0035302067    1.0045675   0.97411627    1.0052303   -10.428324    298.87876   -10.428324    4742.2651    4731.8367 
    9365         9365    601.77352    601.77352    601.77352   0.98908465  0.003521256   0.99905337   0.96867092   0.99952967   -10.423355    297.97805   -10.423355    4727.9737    4717.5503 
    9370         9370    600.45566    600.45566    600.45566   0.99874895  0.003544492    1.0088606    0.9781547    1.0092315   -10.492686    298.89402   -10.492686    4742.5072    4732.0145 
    9375         9375    596.96245    596.96245    596.96245    1.0272077   0.00360708    1.0376041    1.0060753    1.0379439   -10.649855    302.00661   -10.649855    4791.8942    4781.2444 
    9380         9380    596.11035    596.11035    596.11035    1.0332875 0.0036225704    1.0438012    1.0120568    1.0440046   -10.686019    302.47194   -10.686019    4799.2775    4788.5915 
    9385         9385     599.9163     599.9163     599.9163    0.9993673 0.0035540607    1.0096717   0.97881644    1.0096137   -10.521926    298.25016   -10.521926    4732.2912    4721.7692 
    9390         9390    603.14167    603.14167    603.14167   0.97148518 0.0034973478    0.9816069   0.95150117   0.98134746   -10.374647    294.68017   -10.374647    4675.6466    4665.2719 
    9395         9395    602.04787    602.04787    602.04787   0.97917778 0.0035164443   0.98940552   0.95907583   0.98905198   -10.409523    295.36964   -10.409523    4686.5863    4676.1768 
    9400         9400    598.93285    598.93285    598.93285    1.0038816 0.0035715967    1.0143599   0.98334162    1.0139434   -10.522705    298.07049   -10.522705    4729.4403    4718.9176 
    9405         9405    597.54217    597.54217    597.54217    1.0144948 0.0035965918     1.025101   0.99379648    1.0245869   -10.553232    299.08124   -10.553232    4745.4777    4734.9245 
    9410         9410     598.2393     598.2393     598.2393    1.0073447 0.0035840331    1.0179132   0.98683029    1.0172905   -10.495856    298.00905   -10.495856    4728.4654    4717.9695 
    9415         9415    599.28193    599.28193    599.28193   0.99735951 0.0035653592    1.0078571     0.977083    1.0071384   -10.425389    296.60213   -10.425389     4706.142    4695.7166 
    9420         9420    599.49532    599.49532    599.49532   0.99441853 0.0035615531    1.0049032   0.97424998    1.0041024   -10.381414    296.02558   -10.381414    4696.9941    4686.6127 
    9425         9425    599.08365    599.08365    599.08365   0.99673706 0.0035689004    1.0072492   0.97658159    1.0063804   -10.361432    296.07247   -10.361432     4697.738    4687.3766 
    9430         9430    598.50492    598.50492    598.50492    1.0004966 0.0035792633    1.0110442   0.98033057    1.0101149   -10.341872    296.29022   -10.341872    4701.1931    4690.8512 
    9435         9435    598.07741    598.07741    598.07741    1.0030177 0.0035869443    1.0135825   0.98286585    1.0126047   -10.312237    296.36375   -10.312237    4702.3597    4692.0474 
    9440         9440    598.06111    598.06111    598.06111      1.00208 0.0035872375     1.012625   0.98200806     1.011607   -10.270111    296.03496   -10.270111    4697.1429    4686.8728 
    9445         9445     598.3993     598.3993     598.3993   0.99817114 0.0035811589    1.0086645   0.97823218    1.0076167     -10.2162    295.36164     -10.2162    4686.4594    4676.2432 
    9450         9450    598.65461    598.65461    598.65461   0.99499572  0.003576579    1.0054381   0.97517563    1.0043735   -10.164745    294.77785   -10.164745    4677.1965    4667.0318 
    9455         9455    598.22738    598.22738    598.22738   0.99758737 0.0035842473    1.0080272   0.97778277    1.0069521   -10.130202    294.87397   -10.130202    4678.7216    4668.5914 
    9460         9460    596.95068    596.95068    596.95068     1.007432 0.0036072934    1.0179306   0.98751491    1.0168504   -10.112818    295.81729   -10.112818    4693.6891    4683.5762 
    9465         9465    596.00254    596.00254    596.00254    1.0145876 0.0036245367    1.0251143   0.99460792    1.0240406   -10.087018    296.44476   -10.087018    4703.6451    4693.5581 
    9470         9470    596.94424    596.94424    596.94424    1.0055596 0.0036074102    1.0159694   0.98579949      1.01491   -10.024646     295.2018   -10.024646    4683.9233    4673.8986 
    9475         9475    599.30133    599.30133    599.30133   0.98479075 0.0035650129   0.99498033     0.965449   0.99394292   -9.9382657    292.58508   -9.9382657    4642.4041    4632.4658 
    9480         9480    600.17558    600.17558    600.17558   0.97667062 0.0035494566   0.98675258   0.95752056   0.98573871   -9.8841777    291.44507   -9.8841777    4624.3157    4614.4315 
    9485         9485    597.63245    597.63245    597.63245   0.99701389  0.003594962    1.0072306   0.97756389    1.0062472   -9.8954058     293.6515   -9.8954058    4659.3248    4649.4294 
    9490         9490    594.08483    594.08483    594.08483    1.0266767 0.0036597502    1.0370997    1.0067738    1.0361566    -9.903396    296.89497    -9.903396    4710.7886    4700.8852 
    9495         9495    594.05884    594.05884    594.05884    1.0260498 0.0036602305    1.0364243    1.0062049    1.0355202   -9.8702706    296.65112   -9.8702706    4706.9194    4697.0491 
    9500         9500    597.57448    597.57448    597.57448   0.99499729 0.0035960085    1.0050766   0.97571698    1.0041983   -9.8105141    292.90908   -9.8105141    4647.5449    4637.7344 
    9505         9505    599.91568    599.91568    599.91568   0.97470055 0.0035540717   0.98458275    0.9557963   0.98372259   -9.7609103    290.37726   -9.7609103    4607.3729     4597.612 
    9510         9510    598.75723    598.75723    598.75723   0.98352787 0.0035747405   0.99345313   0.96450033   0.99263013   -9.7618419    291.26364   -9.7618419     4621.437    4611.6751 
    9515         9515    596.75762    596.75762    596.75762   0.99960013 0.0036107957    1.0096281   0.98032465    1.0088476   -9.7730495    292.99034   -9.7730495    4648.8343    4639.0612 
    9520         9520    595.69342    595.69342    595.69342    1.0079637 0.0036301821    1.0180368   0.98856426    1.0172899   -9.7762169    293.81804   -9.7762169    4661.9674    4652.1912 
    9525         9525      595.885      595.885      595.885    1.0056189 0.0036266819    1.0156567   0.98626746    1.0149326   -9.7748266    293.41746   -9.7748266    4655.6114    4645.8366 
    9530         9530    596.81618    596.81618    596.81618   0.99701169 0.0036097329    1.0069702     0.977806    1.0062589   -9.7734631    292.30029   -9.7734631    4637.8854    4628.1119 
    9535         9535    597.48822    597.48822    597.48822   0.99069099 0.0035975661    1.0005943   0.97158649   0.99989218   -9.7798795    291.45137   -9.7798795    4624.4158    4614.6359 
    9540         9540    596.91423    596.91423    596.91423   0.99490613 0.0036079543    1.0048488   0.97570976    1.0041598   -9.8041254    291.83122   -9.8041254    4630.4428    4620.6387 
    9545         9545    594.22527    594.22527    594.22527    1.0173494  0.003657156     1.027484   0.99773734    1.0268269   -9.8363322    294.30662   -9.8363322    4669.7195    4659.8832 
    9550         9550    591.85887    591.85887    591.85887    1.0375684 0.0037011983    1.0478859    1.0175639    1.0472554   -9.8630563    296.49933   -9.8630563    4704.5109    4694.6479 
    9555         9555    594.14426    594.14426    594.14426    1.0168786 0.0036586521    1.0270539   0.99718408    1.0263977   -9.8978813    294.06318   -9.8978813    4665.8569    4655.9591 
    9560         9560    598.58776    598.58776    598.58776   0.97862913 0.0035777775   0.98851309   0.95956371    0.9878106   -9.9050961    289.56377   -9.9050961    4594.4655    4584.5604 
    9565         9565    599.28913    599.28913    599.28913   0.97234334 0.0035652306   0.98220973   0.95332942   0.98149087   -9.9314185    288.75008   -9.9314185    4581.5548    4571.6234 
    9570         9570    596.51694    596.51694    596.51694   0.99499666 0.0036151679    1.0051105   0.97548608    1.0043934   -10.000597    291.31685   -10.000597    4622.2813    4612.2807 
    9575         9575    593.93814    593.93814    593.93814    1.0166596 0.0036624625    1.0270231   0.99664955    1.0263062   -10.063936    293.73876   -10.063936    4660.7094    4650.6455 
    9580         9580    594.00881    594.00881    594.00881    1.0156302 0.0036611554    1.0260452    0.9955354    1.0253102   -10.106426    293.56338   -10.106426    4657.9267    4647.8202 
    9585         9585    595.86503    595.86503    595.86503   0.99930337 0.0036270466     1.009629   0.97941889    1.0088622   -10.134584    291.64022   -10.134584    4627.4123    4617.2777 
    9590         9590    597.05404    597.05404    597.05404   0.98891621 0.0036054204   0.99920764    0.9691286   0.99841241   -10.160898    290.39337   -10.160898    4607.6287    4597.4678 
    9595         9595     596.6469     596.6469     596.6469   0.99204221 0.0036128061    1.0024371   0.97207218    1.0016174   -10.202515    290.71506   -10.202515    4612.7329    4602.5303 
    9600         9600     595.7806     595.7806     595.7806   0.99911643 0.0036285887    1.0096618   0.97887015    1.0088174   -10.247311    291.49749   -10.247311    4625.1475    4614.9002 
    9605         9605    595.21396    595.21396    595.21396    1.0037266 0.0036389618    1.0144008   0.98324757    1.0135313   -10.286482    291.99932   -10.286482      4633.11    4622.8235 
    9610         9610    595.24053    595.24053    595.24053    1.0033188 0.0036384745    1.0140706   0.98271041    1.0131754   -10.312687    291.92942   -10.312687    4632.0009    4621.6883 
